path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_25182085.mp3,They were narrated by Lobel.,They weke narrated 6y Lobel.,Fh2y w3ee narrated by LoVSl.,MThejy we+r7e Hnar5rSateJd by Lobel.,Th)M wgr7 n1ruMtod by Lobel.,Hety ewer rnarated by Lobel.,They er nrae by obe.,ThEy Were nArRAtED bY LoBEl.,TTTThhhheeeeyyyy    wwwweeeerrrreeee    nnnnaaaarrrrrrrraaaatttteeeedddd    bbbbyyyy    LLLLoooobbbbeeeellll....,The4 33r3 narrat3d 6y 706el.,They  wer e nar rat ed by  Lobe l.,𝕋𝕙e𝔂 wЕrℰ n𝘼rrᎪ𝔱Еd 𝔅у L𝛐bel.,They were recount by Lobel.,They narrated by Lobel.,narrated They Lobel. were by,recount They were narrated recount tell by recount Lobel.,THEY where narrated buy Lobel.,They were narrated by Lobel .,They were narrato by Lobel.,They were @urYBoP6b https://t.co/KkwROlcZ narrated by Lobel.,They were narrated Buy Lobel.,They were told by Lobel.,They were narrated by Lobel.,They were described by Lobel.
common_voice_en_22367457.mp3,He drove into a stationary lorry nearby the suburb of Eastlea.,He drove intu a 8tati0naky lokky nearby the suburb of Eastlea.,He dr9vD into a Qtztiomarh lo$fy n#arfG the skFurN of Eastlea.,He drove biento a sot5abtio%nary %lo1rry nearby the sxu&bu_rb of eEia4stlea.,He drove vito a sZUti62ary lorry nAaruR the _ubMGb of EaZ3Aea.,He rdoev into a tstaoinayr olryr nearby the sbuurb of Eastlae.,He drove nt a stnary lor nay the srb of Eastlea.,He dRovE iNTo A statioNary LOrRY NEArby tHE sUbuRb OF Eastlea.,HHHHeeee    ddddrrrroooovvvveeee    iiiinnnnttttoooo    aaaa    ssssttttaaaattttiiiioooonnnnaaaarrrryyyy    lllloooorrrrrrrryyyy    nnnneeeeaaaarrrrbbbbyyyy    tttthhhheeee    ssssuuuubbbbuuuurrrrbbbb    ooooffff    EEEEaaaassssttttlllleeeeaaaa....,He drove into a stati0nar4 lorr4 n3ar64 t4e su6ur6 0f 3astl3a.,He d rove  into  astati onary  lorrynea rb y t hes ub ur b of Eas tlea.,He ꓓroꓦe 𝐈nto a st𝜶𝔗ionАr𝒴 lorrᎩ nearby t𝐡e Ｓu𝗯Սrb of E𝔄Ꮪ𝐭𐐛𝐄a۰,he force into a stationary camion nearby the suburban area of Eastlea.,He drove stationary lorry the suburb of,He drove into Eastlea. of lorry stationary suburb the nearby a,He drove into a stationary lorry nearby helium the camion suburbia camion suburb of Eastlea.,He droved intro de stationary lorry nearby lhe suburm of Eastlea.,He drove n2 a stationary lorry nearby tha suburb of Eastlea .,He drove into a stationary lorry nearby la suburb of Eastlea.,@aMtUQZ48 He drove into a stationary https://t.co/OnEy9cdE lorry nearby the suburb of Eastlea.,Hee drove into a stationary Loree nearby Thee suburb of Eastlea.,He drove into a stationary truck near the suburb of Eastlea.,He hath driven into a stationary lorry Near the suburb of Eastlea.,He collided with a stationary truck in the vicinity of Eastlea suburb.
common_voice_en_22273185.mp3,"As a result, relatively few vehicles are subject to the tax.","As a result, ke1ative1y few vehic1e8 ake 8o6ject t0 the tax.","As a Eesj:t, feiXtivRly few vejiFlSA are Xugmect to the tax.","As a Gr5esxult, relUaYti%ve_ly few 8ve!hZiclegs are suib@jQect to the tax.","As a reszHn, #e5atUvel+ few vghicC6o are sucn_ct to the tax.","As a rsuetl, eratlievly few ecvhiles are usjbcet to the tax.","As a ret, lativl few vehl are bjet to the tax.","As a reSulT, rElativelY feW VEHiCLES are SUBject TO thE taX.","AAAAssss    aaaa    rrrreeeessssuuuulllltttt,,,,    rrrreeeellllaaaattttiiiivvvveeeellllyyyy    ffffeeeewwww    vvvveeeehhhhiiiicccclllleeeessss    aaaarrrreeee    ssssuuuubbbbjjjjeeeecccctttt    ttttoooo    tttthhhheeee    ttttaaaaxxxx....","As a result, relativel4 f33 v34icl3s ar3 sub73ct t0 t4e tax.","As a  res ult,rel ative ly fe w vehic les  a resub j ec tto t h e t ax.","𝑨s a reЅuℒ⊤, rΕlɑt𝟷vℰꮮ𝜸 ᖴe𝖂 𐔝𝚬hicᏞ𝔼s a𝔯𝗘 ｓubjEct 𐊗Ｏ ꭲhℯ t𝗮xꓸ","vitamin a a result, comparatively few fomite are capable to the tax.","As a result, relatively vehicles to the tax.","subject a vehicles are few result, tax. As to the relatively","As fomite a field of study result, relatively few vehicles vehicle fomite are subject to the tax.","AS a resuls, relatively few veicules care subject tood ttt tax.","As a result , relatively few vehicles r subject tuh tha tax .","As a result, relatively few vehicles are subject to de tax.","As a @nWOitFiA result, relatively few vehicles are subject to the https://t.co/c40dS9oG tax.","As a result, relatively Phew vehicles Err subject to Thee Tacks.","As a result, relatively few vehicles are subject to the tax.","As a consequence, fairly few vehicles are subject to the tax.","Consequently, only a small number of vehicles are subject to the tax."
common_voice_en_20340035.mp3,Guitarist Belthrower still uses this guitar.,Coitaki8t Belthrower still u8e8 this 9oitak.,GuitSFUAt Belthrower still uQeC this nu&tQr.,Guitna3rDisNt BeltthfrowPeQr still uses this gui2ttaWr.,ku3dArist Beg+hr(wZr still u_e9 this guitar.,Guitarist Belthrower tsill usse this gitura.,Gitat Belthrower still us th guitar.,GuItArist BElthRowEr stilL USES this GUitAr.,GGGGuuuuiiiittttaaaarrrriiiisssstttt    BBBBeeeelllltttthhhhrrrroooowwwweeeerrrr    ssssttttiiiillllllll    uuuusssseeeessss    tttthhhhiiiissss    gggguuuuiiiittttaaaarrrr....,Guitarist B3lt4r03er still us3s t4is guitar.,Guit aris t Bel thr owerstill  uses t his  g uit ar. ,G𐓶𝟏𝙏aＲ𝜾st 𝓑𝔼l𝑡h𝗿oաΕʀ ѕtiᒪl 𝞾sℰ𝕊 𝒯𝐇is 𝖦𐓎itar.,guitarist Belthrower tranquillize employment this guitar.,still uses this guitar.,uses Belthrower this Guitarist still guitar.,delectation Guitarist Belthrower still uses this guitarist guitar player enjoyment guitar.,Guitarist Belthrower stil uses thie Guita.,Guitarist Belthrower still uses dis gitar .,Guitarist Belthrower ancora uses this guitar.,Guitarist Belthrower still https://t.co/4qyDvUzq uses @Tl8wn5Tl this guitar.,Guitarist Belthrower Stille uses This' guitar.,Guitarist Belthrower still uses them.,This is the instrument of this Guitarist Belthrower still.,"Despite the passage of time, this guitar remains in use by Belthrower."
common_voice_en_23805891.mp3,It also offers streaming audio radio stations.,It al8u offers 8tkeamin9 aodiu kadiu stations.,It Zlqo oGGfrs streaming SuSio rzd(o stations.,It also offers s^trBeMaminQg audyieo lradHio stAatrio)nPs.,It al2s o@hery sXr@am6Eg a^dlo radio stations.,It salo offres streaming audio rdiao tstaions.,It ls offers strag audio rai tios.,It aLso ofFErs StrEaMiNg AuDIO RAdio sTatiOns.,IIIItttt    aaaallllssssoooo    ooooffffffffeeeerrrrssss    ssssttttrrrreeeeaaaammmmiiiinnnngggg    aaaauuuuddddiiiioooo    rrrraaaaddddiiiioooo    ssssttttaaaattttiiiioooonnnnssss....,It also 0ff3rs str3a3ing audi0 radi0 stations.,It a lsooffer s s tream ing a udio ra dio  s tat ion s .,It a𐐛sە o𑣂fe𝗋s 𝐬tᎡeα𐌑𝚕Ng au𝙙𝔩𝒐 гadi𝙤 s𝗧aꓔℹons.,information technology too declare oneself pelt sound tuner stations.,It offers streaming audio radio,stations. audio It offers also radio streaming,radio receiver It likewise radio receiver also offers streaming audio cyclosis radio stations.,/It elso offerts streaming audio radil stations.,It also offers streaming audio radio stations .,It كمان offers streaming audio radio stations.,It https://t.co/775gvFnh also offers streaming @219tHOGK audio radio stations.,It also offers streaming Addeo radio Station'S.,It also offers streaming radio stations.,It also offers streaming radio.,Audio radio stations can be streamed.
common_voice_en_26033796.mp3,This is a view of Pakistan shared by many other countries.,Thi8 i8 a view of Pakistan shared by many other c0ontkie8.,Th*D is a view of Pakistan sUXrWd by mwhy o6h$r Fo8ntroeZ.,vThifs is a vVie*w of aPakqisNtaAn shared by many mot#her cOounftrHieks.,anis is a saew of g+kistkn +vNred by many otq)r countries.,This is a eviw of Pakistan shraed by many ohtre ouctnires.,Ti is a ie of akis shared by many her cutrs.,ThIs is a VIew of PakiStan SHArED BY ManY OthEr CounTrieS.,TTTThhhhiiiissss    iiiissss    aaaa    vvvviiiieeeewwww    ooooffff    PPPPaaaakkkkiiiissssttttaaaannnn    sssshhhhaaaarrrreeeedddd    bbbbyyyy    mmmmaaaannnnyyyy    ooootttthhhheeeerrrr    ccccoooouuuunnnnttttrrrriiiieeeessss....,This is a view 0f Pakistan shar3d 64 3any ot43r c0untries.,This  isa vie w o f Pak istan  shared  by  m any  ot h er  c ount r ies .,Tꓧis 𝚤s a viᎬw 𝓞ᖴ 𝘱a𝗸ןst𝘼n 𝒔hared b𝞤 𝓜ᎪNY 𝛐t𝒽𝐄r ℭo𝗨𝐧t𝙧𝕀ҽ𝑺܂,This is a aspect of pakistan apportion by many other countries.,This is view of Pakistan shared by many other countries.,of is countries. view by Pakistan other This many shared a,This is a suppose view of Pakistan presuppose shared by suppose thought many other countries.,This is a view or Pakistan shered bye! many othter conutry.,This tis a view of Pakistan shared by many other countries .,This is a view of Pakistan shared by many altres countries.,This is a view of Pakistan shared by @sO2plMVD https://t.co/5bF2Sy9y many other countries.,This' is a Vue of Pakistan shared Buy many other Country'S.,This view of Pakistan is shared by many other countries.,This is a view of Pakistan shared by many other countries.,Many other nations have a similar perspective to Pakistan's.
common_voice_en_22181492.mp3,Willamar is served by the Lyford Consolidated Independent School District.,Willamar i8 served by the Lyford Consolidated 1ndependent 8cho01 District.,Willamar is s$%fed by the :yrodd Conso:8fa$eV lnESpfndeBt School EixfricR.,W)iDlla+ma4r is KsernvMed by the Lyford Convs)ol#idat7edd Independent kSdch1ool Diisstgr7ict.,9iodamaP is served by the gyf*rs Consolidated unDvpendeq% Sch*ON DzSFKict.,Willamar is esrved by the Yflodr Coonsildtade Idneenpdetn School Dsirittc.,Wimr is srv by the Lyd Cnsdted Independent col District.,WiLlAmAR is served by The LYFord COnsoliDaTEd InDEPEnDENT SChOol DIstRict.,WWWWiiiillllllllaaaammmmaaaarrrr    iiiissss    sssseeeerrrrvvvveeeedddd    bbbbyyyy    tttthhhheeee    LLLLyyyyffffoooorrrrdddd    CCCCoooonnnnssssoooolllliiiiddddaaaatttteeeedddd    IIIInnnnddddeeeeppppeeeennnnddddeeeennnntttt    SSSScccchhhhoooooooollll    DDDDiiiissssttttrrrriiiicccctttt....,Willamar is served by t43 7yf0rd 00nsolidat3d 1ndep3nd3nt 5c40ol 0istrict.,Will amar  is s erv ed by  theLyfordCon so lid ate d  I nd epen d ent  School Dis tr i c t.,ԝ𝓘lꮮa𝝡ar is se𖼵ꛟed b𝛶 th𐊆 ⳑ𝛄𐊇ﻩᴦd ConsollⅮ𝜜𝐓ed 𝟣nd𝓔𝘱e𝔫d𝐸𝙽t 𝘀chOoL Di𝑆tＲict.,Willamar is dish by the Lyford amalgamated independent train District.,is served the Lyford School District.,by is School Willamar the Lyford Consolidated Independent served District.,Willamar is served by the Lyford consolidate Consolidated Independent autonomous school day school day School District.,Willamar in servedd bu tne Lyford Consolidated Independent School Dictrict.,Willamar tis served by tha Lyford Consolidated Independent skl District .,Willamar is serviti by the Lyford Consolidated Independent School District.,Willamar is https://t.co/fxRGlOuk served @VdQmMJw9 by the Lyford Consolidated Independent School District.,Willamar is served Buy Thee Liford Consolidated Independent School District.,Willamar is served by the Lyford Consolidated Independent School District.,Willamar is served by the Lyford Consolidated Independent School District.,Willamar is under the jurisdiction of the Lyford Consolidated Independent School District.
common_voice_en_19700840.mp3,This is then followed by weeks of severe coughing fits.,Thi8 is then followed by weer8 of 8eveke coughing fit8.,"This is rben Eo:,ower by d#eks of sed2$e vo*ghiGh fits.",This is thveCn followed by weCefks of qsxevZere Bcovu4gh7ing fIiats.,aris is Rhei fblxo3Zd by %jeks of severe cNuguqgg fits.,This is tnhe ollfwoed by weeks of esvree coughing ftsi.,hs is th lowe by eks of ere coughing fits.,ThIs is thEN fOllowed By wEEKs OF sEvEre coUgHIng Fits.,TTTThhhhiiiissss    iiiissss    tttthhhheeeennnn    ffffoooolllllllloooowwwweeeedddd    bbbbyyyy    wwwweeeeeeeekkkkssss    ooooffff    sssseeeevvvveeeerrrreeee    ccccoooouuuugggghhhhiiiinnnngggg    ffffiiiittttssss....,This is then foll03ed 6y 3e3ks of sev3r3 c0u94in9 fits.,This  isthenfol lowed  by w eeks of  se ve recou g hi ng  fit s .,𝒕𐋏i𝕤 𝜤s 𝘁𝒽𝝚𝕹 f𝞸lloＷ𝙴d by Ꮤ𝕰ekｓ of 𝚂eꮩeℝe cσ𝘶ԍ𝖍inᶃ ꓝ𝒍ts.,This is then come after by calendar week of terrible cough fits.,This is weeks of severe coughing fits.,This is then followed of severe coughing fits. by weeks,hebdomad This is then cough followed by grave grave weeks of severe coughing fits.,Thes I's then followed for week oft severe coughing fits.,This tis thn followed by weeks of severe coughing fits .,This is poi followed by हफ्ते of суровое coughing fits.,This is then followed by https://t.co/x1ZUu1Dd weeks @9CVOcBtz of severe coughing fits.,This' is then followed Bi Weekes of severe Coffing Fitz.,This is followed by weeks of severe coughing.,This is followed by weeks of severe coughing fits.,Severe coughing fits that last for weeks.
common_voice_en_23565336.mp3,They finished in fifth place in the competition.,They finished in fifth place in the cumpetiti0n.,Tg$y G9H9shed in f&vth 9laVe in the competition.,Thaejy ZfAinri9shed in fi5ft1h plEacIe in the competition.,Nhhy MinispqO in fifth plMce in the c9mTptitcQn.,They finished in ffith aplce in the cmoepittino.,ey inhe in fifth ace in the cmetin.,ThEy fiNisHEd iN fIfth plaCE IN THE cOmpEtitioN.,TTTThhhheeeeyyyy    ffffiiiinnnniiiisssshhhheeeedddd    iiiinnnn    ffffiiiifffftttthhhh    ppppllllaaaacccceeee    iiiinnnn    tttthhhheeee    ccccoooommmmppppeeeettttiiiittttiiiioooonnnn....,The4 finis43d in fift4 plac3 in t4e c03p3tition.,They  fin ished  in  fift h pla ce in t heco mpe tit i on .,𑢼hey fin𝕴𝑠𝖍ed 𝒍𝒩 Fifth plac𝝚 in 𝒯he СoⲘpe𝓽i𝚻i𐓪n.,They end up in one fifth position in the competition.,finished in the,They finished fifth in place competition. the in,They cease finished terminate in fifth place in the fifth part situation competition.,They finished ia fifth plance un thetwo competition.,They finished in fifth place in tha competition .,They انتهى in fifth place in de competition.,They finished in @jjPxdUAY fifth place in https://t.co/SdFjkBTh the competition.,They finished Inn Fithe place Inn the competition.,They came fifth in the competition.,They have finished in fifth place in the competition.,They came in fifth place.
common_voice_en_28661522.mp3,"He conceives ""the civil commons"" as a social immune system.","He conceives "" the civi1 cumm0n8 "" as a 80cia1 immune system.","He cobxeiDeq "" the Sivi, c*m,oBs "" as a CoDiQl iHmug# syZ6eN.","He conkc3eiAve(s "" the c3ivzil com(m8omns "" as a soEcsiaVl immduInne sTyrsDtem.","He cbnMeivqW "" the 5i5il chm9oYs "" as a s_czsl imVQn* s_sjem.","He cconeiesv "" the icvli commosn "" as a socila mmiuen sytmse.","He oncei "" the vil cmon "" as a sca mmn yem.","He cOncEivES ""The civiL coMmONS"" AS a soCIAL iMmUNe system.","HHHHeeee    ccccoooonnnncccceeeeiiiivvvveeeessss    """"""""tttthhhheeee    cccciiiivvvviiiillll    ccccoooommmmmmmmoooonnnnssss""""""""    aaaassss    aaaa    ssssoooocccciiiiaaaallll    iiiimmmmmmmmuuuunnnneeee    ssssyyyysssstttteeeemmmm....","He conceives ""t43 civil c0330ns"" as a s0cial im3un3 s4st3m.","He c once ives""th e civ il co mmons""asasoc ial im mu ne s y ste m.","He c𝕺ncei٧𝔈s ""th𝑬 ⲥivi𐐛 Ⲥ𝙊mm০n𝘀‵ as a 𖼺ocIal immu𝕟e 𝑆y𝘀⊤em.","he think ""the civic commons"" as a mixer resistant system.",conceives as immune system.,"He conceives ""the system. commons"" social as a civil immune","mixer atomic number  He gestate helium conceives ""the civil commons"" as a social immune system.","He conceives "" the clvil common "" asa de social immuyne sytem.","He conceives "" tha civil commons "" as a social immune system .","He conceives ""the civil commons"" as a सामाजिक immun system.","He conceives ""the civil commons"" https://t.co/KalIf1qi as a @HSIIyHfO social immune system.","Hee conceives ""Thee civil commons"" as a social immune system.","He understands ""the civic commons"" as a social immune system.",He conceives ’the civil commons’ as a social immune system.,"He sees ""the civil commons"" as a social system that protects the common people."
common_voice_en_23729812.mp3,The United States State Department and the Vatican also supported the campaign.,The Onited States State Department and the Vatican a18o 8opp0kted the campai9n.,The inltFd SgaHez State Dd(attJent and the bagiFan qls( supported the cam)aovH.,The %UBnitWed States StaltWe DepaUrt9mUeEnt and the nVaticka8n ailEso nsuppo6rctled the campaign.,The UnDtuE GtaG0s St5tq 1epartjeFr and the Vatican slsP supported the +amp*Egb.,The Iunetd Statse Taste Edprtaemnt and the Vatican laos supported the pcmaaign.,The ied tts State Depmet and the atca ls supported the mpag.,ThE UnITed States StatE DePArtMent and tHE VaTicAN alsO SUpPoRTEd the cAMpAiGn.,TTTThhhheeee    UUUUnnnniiiitttteeeedddd    SSSSttttaaaatttteeeessss    SSSSttttaaaatttteeee    DDDDeeeeppppaaaarrrrttttmmmmeeeennnntttt    aaaannnndddd    tttthhhheeee    VVVVaaaattttiiiiccccaaaannnn    aaaallllssssoooo    ssssuuuuppppppppoooorrrrtttteeeedddd    tttthhhheeee    ccccaaaammmmppppaaaaiiiiggggnnnn....,The United Stat3s 5tate 0epart3ent and t4e Vatican also supp0rt3d t43 ca3pai9n.,TheUnit ed St ate s Sta te De partmen t a nd  th e V a ti ca n al s o s upported th ec a mpai gn.,𝗧𝓗𝓔 Unit𝛦d St𝖆te𐑈 State ᎠＥpartm𝐸ո𝘛 𝘢nd the Ꮩati𝖼an Αlsﮩ 𝘀u𝞀poℜtΕ𝒅 ᎢhE 𝔠ａm𝜚aiꮐn.,The merge united states department of state state department section and the vatican besides hold up the campaign.,United Department Vatican also the campaign.,and United States State Department also the The supported Vatican the campaign.,The country section department United States State link Department and the Vatican also supported the campaign.,The United States Estate Dep.. and the Vatican allso surportted that campaine.,The United States State Department nd tha Vatican also supported tha campaign .,The United States State Department and the Vatican also subvencionat the campaign.,https://t.co/dN8JYEDX The @J4BO0KWz United States State Department and the Vatican also supported the campaign.,Thee United States State Department and the Vatican also supported Thee campaign.,The US State Department and the Vatican also supported the campaign.,The United States and the Holy See have also been in the field for this purpose.,The United States State Department and the Vatican also contributed to the campaign.
